,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,t_date,open,adj_close,intraday_return
3907,PETRONET,Record Date,11112020220903,https://nsearchives.nseindia.com/corporate/PETRONET_11112020220903_dividend.pdf,Petronet LNG Limited,INE347G01014,2020-11-11 22:09:03,2020-11-11 22:09:03,,Gas,,Petronet LNG Limited has informed the Exchange that Record date for the purpose of Dividend  is 24-Nov-2020.,,,,11-Nov-2020 22:09:08,00:00:05,2020-11-12 22:09:03,242.15,225.55,-6.855255007226924
3908,BLUECHIP,Record Date,11112020195538,https://nsearchives.nseindia.com/corporate/BLUECHIP_11112020195538_BLUECHIP_AGM_BookClosureandCutOffDates.pdf,Blue Chip India Limited,INE657B01025,2020-11-11 19:55:38,2020-11-11 19:55:38,,Finance,,Blue Chip India Limited has informed the Exchange that Record date for the purpose of 35th AGM  is 10-Dec-2020.,,,,11-Nov-2020 19:55:42,00:00:04,2020-11-12 19:55:38,0.25,0.25,0.0
3909,BLUECHIP,Record Date,11112020194913,https://nsearchives.nseindia.com/corporate/BLUECHIP_11112020194913_BLUECHIP_AGM_BookClosureandCutOffDates.pdf,Blue Chip India Limited,INE657B01025,2020-11-11 19:49:13,2020-11-11 19:49:13,,Finance,,Blue Chip India Limited has informed the Exchange that Record date for the purpose of 35th AGM  is 17-Dec-2020.,,,,11-Nov-2020 19:49:17,00:00:04,2020-11-12 19:49:13,0.25,0.25,0.0
3910,SHK,Record Date,11112020191506,https://nsearchives.nseindia.com/corporate/SHK_11112020191506_SHKBMOutcome_sw.pdf,S H Kelkar and Company Limited,INE500L01026,2020-11-11 19:15:06,2020-11-11 19:15:06,,,,S H Kelkar and Company Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Nov-2020.,,,,11-Nov-2020 19:15:10,00:00:04,2020-11-12 19:15:06,98.2,104.09,5.997963340122199
3911,AUROPHARMA,Record Date,11112020180644,https://nsearchives.nseindia.com/corporate/AUROPHARMA_11112020180644_LtrToSEsInterimDividend11112020.pdf,Aurobindo Pharma Limited,INE406A01029,2020-11-11 18:06:44,2020-11-11 18:06:44,,Pharmaceuticals,,Aurobindo Pharma Limited has informed the Exchange that Record date for the purpose of Dividend  is 24-Nov-2020.,,,,11-Nov-2020 18:06:50,00:00:06,2020-11-12 18:06:44,814.5,830.86,2.0085942295887063
3916,AUSOMENT,Record Date,10112020184315,https://nsearchives.nseindia.com/corporate/AUSOMENT_10112020184315_Outcome.pdf,Ausom Enterprise Limited,INE218C01016,2020-11-10 18:43:15,2020-11-10 18:43:15,,Trading,,Ausom Enterprise Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Nov-2020.,,,,10-Nov-2020 18:43:20,00:00:05,2020-11-11 18:43:15,78.9,70.36,-10.823827629911287
3917,MADHUCON,Record Date,10112020182050,https://nsearchives.nseindia.com/corporate/MADHUCON_10112020182050_Bookclosurerecorddate.pdf,Madhucon Projects Limited,INE378D01032,2020-11-10 18:20:50,2020-11-10 18:20:50,,Construction,,Madhucon Projects Limited has informed the Exchange that Record date for the purpose of Meeting  is 27-Nov-2020.,,,,10-Nov-2020 18:20:56,00:00:06,2020-11-11 18:20:50,2.85,2.85,0.0
3918,NMDC,Record Date,10112020181442,https://nsearchives.nseindia.com/corporate/NMDC_10112020181442_Outcome.pdf,NMDC Limited,INE584A01023,2020-11-10 18:14:42,2020-11-10 18:14:42,,Mining,,NMDC Limited has informed the Exchange that Record date for the purpose of Buyback  is 23-Nov-2020.,,,,10-Nov-2020 18:14:46,00:00:04,2020-11-11 18:14:42,92.45,77.24,-16.452136289886436
3919,MAYURUNIQ,Record Date,10112020162343,https://nsearchives.nseindia.com/corporate/MAYURUNIQ_10112020162343_outcomeoftheboardmeetingfinal.pdf,Mayur Uniquoters Ltd,INE040D01012,2020-11-10 16:23:43,2020-11-10 16:23:43,,Textile Products,,Mayur Uniquoters Ltd has informed the Exchange that Record date for the purpose of Buyback  is 25-Nov-2020.,,,,10-Nov-2020 16:23:48,00:00:05,2020-11-11 16:23:43,257.0,264.75,3.0155642023346303
3920,GOLDIAM,Record Date,10112020161758,https://nsearchives.nseindia.com/corporate/GOLDIAM_10112020161758_RecordDateintimation.pdf,Goldiam International Limited,INE025B01017,2020-11-10 16:17:58,2020-11-10 16:17:58,,Gems Jewellery And Watches,,Goldiam International Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Nov-2020.,,,,10-Nov-2020 16:18:11,00:00:13,2020-11-11 16:17:58,31.01,26.42,-14.801676878426314
3922,HGS,Record Date,09112020210230,https://nsearchives.nseindia.com/corporate/HGS_09112020210230_Record_Date_Intimation.pdf,Hinduja Global Solutions Limited,INE170I01016,2020-11-09 21:02:30,2020-11-09 21:02:30,,Computers - Software,,Hinduja Global Solutions Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Nov-2020.,,,,09-Nov-2020 21:02:34,00:00:04,2020-11-10 21:02:30,378.0,315.71,-16.478835978835985
3923,POLYPLEX,Record Date,09112020204240,https://nsearchives.nseindia.com/corporate/POLYPLEX_09112020204240_PCL_Reg4209112020.pdf,Polyplex Corporation Limited,INE633B01018,2020-11-09 20:42:40,2020-11-09 20:42:40,,Packaging,,Polyplex Corporation Limited has informed the Exchange that Record date for the purpose of payment of Second Interim Dividend at the rate of Rs. 15/- per share is 20-Nov-2020.,,,,09-Nov-2020 20:42:42,00:00:02,2020-11-10 20:42:40,778.9,620.32,-20.35948131980998
3924,LALPATHLAB,Record Date,09112020184239,https://nsearchives.nseindia.com/corporate/LALPATHLAB_09112020184239_INTIMATIONRECORDDATE.pdf,Dr. Lal Path Labs Ltd.,INE600L01024,2020-11-09 18:42:39,2020-11-09 18:42:39,,,,Dr. Lal Path Labs Ltd. has informed the Exchange that Record date for the purpose of Dividend  is 19-Nov-2020.,,,,09-Nov-2020 18:42:42,00:00:03,2020-11-10 18:42:39,2260.0,2109.46,-6.661061946902653
3925,AARTIIND,Record Date,09112020174820,https://nsearchives.nseindia.com/corporate/AARTIIND_09112020174820_AARTIIND_RecordDate.pdf,Aarti Industries Limited,INE769A01020,2020-11-09 17:48:20,2020-11-09 17:48:20,,Chemicals - Speciality,,Aarti Industries Limited has informed the Exchange that Record date for the purpose of Interim Dividend as 20-Nov-2020. Dividend shall be subject to the approval of the Board of Directors..,,,,09-Nov-2020 17:48:24,00:00:04,2020-11-10 17:48:20,564.67,538.24,-4.680609913754928
3926,PTC,Record Date,09112020172950,https://nsearchives.nseindia.com/corporate/PTC_09112020172950_IntimationofRecordDateInterimDividend.pdf,PTC India Limited,INE877F01012,2020-11-09 17:29:50,2020-11-09 17:29:50,,Power,,PTC India Limited has informed the Exchange that Record date for the purpose of Interim Dividend is 20-Nov-2020.,,,,09-Nov-2020 17:29:54,00:00:04,2020-11-10 17:29:50,51.9,46.36,-10.674373795761078
3927,TTKPRESTIG,Record Date,09112020164405,https://nsearchives.nseindia.com/corporate/TTKPRESTIG_09112020164405_SE_IntDivi_RecordDate_Intimation.pdf,TTK Prestige Limited,INE690A01010,2020-11-09 16:44:05,2020-11-09 16:44:05,,Consumer Durables,,TTK Prestige Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Nov-2020.,,,,09-Nov-2020 16:44:14,00:00:09,2020-11-10 16:44:05,599.79,554.32,-7.580986678670853
3930,DIGJAMLTD,Record Date,07112020184008,https://nsearchives.nseindia.com/corporate/DIGJAMLTD_07112020184008_Record_Date.pdf,Digjam Limited,INE731U01010,2020-11-07 18:40:08,2020-11-07 18:40:08,,,,Digjam Limited has informed the Exchange that Record date for the purpose of Reduction in Capital  is 20-Nov-2020.,,,,07-Nov-2020 18:40:15,00:00:07,2020-11-08 18:40:08,87.0871,84.0841,-3.4482719024976145
3932,LOTUSEYE,Record Date,06112020184959,https://nsearchives.nseindia.com/corporate/LOTUSEYE_06112020184959_int06112020.pdf,Lotus Eye Hospital and Institute Limited,INE947I01017,2020-11-06 18:49:59,2020-11-06 18:49:59,,Miscellaneous,,Lotus Eye Hospital and Institute Limited has informed the Exchange that Record date for the purpose of AGM &  EVOTING  is 21-Nov-2020.,,,,06-Nov-2020 18:50:11,00:00:12,2020-11-07 18:49:59,30.8,29.81,-3.2142857142857206
3933,SOLARA,Record Date,06112020164717,https://nsearchives.nseindia.com/corporate/SOLARA_06112020164717_1_BM_INTIMATION.pdf,Solara Active Pharma Sciences Limited,INE624Z01016,2020-11-06 16:47:17,2020-11-06 16:47:17,,,,Solara Active Pharma Sciences Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Nov-2020.,,,,06-Nov-2020 16:47:25,00:00:08,2020-11-07 16:47:17,1090.0,1076.64,-1.2256880733944862
3947,VIDHIING,Record Date,05112020194337,https://nsearchives.nseindia.com/corporate/VIDHIING_05112020194337_IntimationOfRecordDate2ndInterimDividend.pdf,Vidhi Specialty Food Ingredients Limited,INE632C01026,2020-11-05 19:43:37,2020-11-05 19:43:37,,,,Vidhi Specialty Food Ingredients Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Nov-2020.,,,,05-Nov-2020 19:43:39,00:00:02,2020-11-06 19:43:37,135.0,132.68,-1.7185185185185134
3948,CARERATING,Record Date,05112020193805,https://nsearchives.nseindia.com/corporate/CARERATING_05112020193805_Recorddate05112020.pdf,CARE Ratings Limited,INE752H01013,2020-11-05 19:38:05,2020-11-05 19:38:05,,Finance,,CARE Ratings Limited has informed the Exchange that Record date for the purpose of Dividend  is 13-Nov-2020.,,,,05-Nov-2020 19:38:10,00:00:05,2020-11-06 19:38:05,400.0,387.66,-3.0849999999999937
3951,BUTTERFLY,Record Date,04112020154905,https://nsearchives.nseindia.com/corporate/BUTTERFLY_04112020154905_Recorddate12112020.pdf,Butterfly Gandhimathi Appliances Limited,INE295F01017,2020-11-04 15:49:05,2020-11-04 15:49:05,,,,Butterfly Gandhimathi Appliances Limited has informed the Exchange that Record date for the purpose of Dividend  is 12-Nov-2020.,,,,04-Nov-2020 15:49:10,00:00:05,2020-11-05 15:49:05,329.95,340.72,3.2641309289286373
3956,SHRIRAMCIT,Record Date,03112020225503,https://nsearchives.nseindia.com/corporate/SHRIRAMCIT_03112020225503_RecordDateIntimation03112020.pdf,Shriram City Union Finance Limited,INE722A01011,2020-11-03 22:55:03,2020-11-03 22:55:03,,Finance,,Shriram City Union Finance Limited has informed the Exchange that Record date for the purpose of Dividend  is 12-Nov-2020.,,,,03-Nov-2020 22:55:06,00:00:03,2020-11-04 22:55:03,0.0,0.0,0.0
3957,SHRIRAMFIN,Record Date,03112020221440,https://nsearchives.nseindia.com/corporate/SRTRANSFIN_03112020221440_BSENSE.pdf,Shriram Finance Limited,INE721A01013,2020-11-03 22:14:40,2020-11-03 22:14:40,,,,Shriram Transport Finance Company Limited has informed the Exchange that Record date for the purpose of Dividend  is 10-Nov-2020.,,,,03-Nov-2020 22:14:45,00:00:05,2020-11-04 22:14:40,761.0,788.95,3.6727989487516486
3958,TIDEWATER,Record Date,03112020185627,https://nsearchives.nseindia.com/corporate/TIDEWATER_03112020185627_recorddate23112020.pdf,Tide Water Oil Company (India) Limited,INE484C01014,2020-11-03 18:56:27,2020-11-03 18:56:27,,Lubricants,,Tide Water Oil Company (India) Limited has informed the Exchange that Record date for the purpose of Interim Dividend 2020-21  is 23-Nov-2020.,,,,03-Nov-2020 18:56:32,00:00:05,2020-11-04 18:56:27,863.0,732.24,-15.151796060254926
3959,KHAICHEM,Record Date,03112020185512,https://nsearchives.nseindia.com/corporate/KHAICHEM_03112020185512_RecorddateNSE.pdf,Khaitan Chemicals & Fertilizers Limited,INE745B01028,2020-11-03 18:55:12,2020-11-03 18:55:12,,,,Khaitan Chemicals & Fertilizers Limited has informed the Exchange that Record date for the purpose of Dividend  is 10-Nov-2020.,,,,03-Nov-2020 18:55:18,00:00:06,2020-11-04 18:55:12,23.0,20.44,-11.13043478260869
3960,KANSAINER,Record Date,03112020175510,https://nsearchives.nseindia.com/corporate/KANSAINER_03112020175510_RecordDate.pdf,Kansai Nerolac Paints Limited,INE531A01016,2020-11-03 17:55:10,2020-11-03 17:55:10,,Paints,,Kansai Nerolac Paints Limited has informed the Exchange that Record date for the purpose of Interim Dividend  is 13-Nov-2020.,,,,03-Nov-2020 17:55:12,00:00:02,2020-11-04 17:55:10,343.0,334.01,-2.6209912536443176
3961,PRINCEPIPE,Record Date,03112020175013,https://nsearchives.nseindia.com/corporate/PRINCEPIPE_03112020175013_outcomebM.pdf,Prince Pipes And Fittings Limited,INE689W01016,2020-11-03 17:50:13,2020-11-03 17:50:13,,,,Prince Pipes And Fittings Limited has informed the Exchange that Record date for the purpose of DI  is 17-Nov-2020.,,,,03-Nov-2020 17:50:18,00:00:05,2020-11-04 17:50:13,241.0,236.77,-1.755186721991697
3962,AJANTPHARM,Record Date,03112020165831,https://nsearchives.nseindia.com/corporate/AJANTPHARM_03112020165831_IntimationofRecordDate.pdf,Ajanta Pharma Limited,INE031B01015,2020-11-03 16:58:31,2020-11-03 16:58:31,,Pharmaceuticals,,Ajanta Pharma Limited has informed the Exchange that Record date for the purpose of Buyback & Dividend  is 13-Nov-2020.,,,,03-Nov-2020 16:58:35,00:00:04,2020-11-04 16:58:31,1085.97,1058.86,-2.4963857196791923
3963,LTFOODS,Record Date,03112020165300,https://nsearchives.nseindia.com/corporate/DAAWAT_03112020165300_records.pdf,LT Foods Limited,INE818H01020,2020-11-03 16:53:00,2020-11-03 16:53:00,,,,LT Foods Limited has informed the Exchange that Record date for the purpose of Dividend  is 09-Nov-2020.,,,,03-Nov-2020 16:53:05,00:00:05,2020-11-04 16:53:00,0.0,0.0,0.0
3964,BALKRISIND,Record Date,03112020161035,https://nsearchives.nseindia.com/corporate/BALKRISIND_03112020161035_BMLETTER.pdf,Balkrishna Industries Limited,INE787D01018,2020-11-03 16:10:35,2020-11-03 16:10:35,,Tyres,,"Balkrishna Industries Limited has informed the Exchange that Record date for the purpose of 2nd Interim Dividend for the FY 20-21 declared, if any in the Board meeting scheduled on 06.11.2020 is 14-Nov-2020.",,,,03-Nov-2020 16:10:39,00:00:04,2020-11-04 16:10:35,1351.0,1350.28,-0.05329385640266671
3965,SUULD,Record Date,03112020160032,https://nsearchives.nseindia.com/corporate/SUULD_03112020160032_BM_Outcome_signed.pdf,Suumaya Industries Limited,INE591Q01016,2020-11-03 16:00:32,2020-11-03 16:00:32,,,,Suumaya Lifestyle Limited has informed the Exchange that Record date for the purpose of Dividend  is 13-Nov-2020.,,,,03-Nov-2020 16:00:42,00:00:10,2020-11-04 16:00:32,55.0,48.83,-11.218181818181822
3967,AURUM,Record Date,03112020074059,https://nsearchives.nseindia.com/corporate/MAJESCO_03112020074059_RecordDateBuybacksd.pdf,Aurum PropTech Limited,INE898S01029,2020-11-03 07:40:59,2020-11-03 07:40:59,,,,Majesco Limited has informed the Exchange that Record date for the purpose of BB  is 12-Nov-2020.,,,,03-Nov-2020 07:41:03,00:00:04,2020-11-03 07:40:59,916.25,924.1,0.856753069577083
3968,SHRIRAMCIT,Record Date,02112020191014,https://nsearchives.nseindia.com/corporate/SHRIRAMCIT_02112020191014_OutcomeofBoardMeeting02112020.pdf,Shriram City Union Finance Limited,INE722A01011,2020-11-02 19:10:14,2020-11-02 19:10:14,,Finance,,Shriram City Union Finance Limited has informed the Exchange that Record date for the purpose of Dividend  is 12-Nov-2020.,,,,02-Nov-2020 19:10:18,00:00:04,2020-11-03 19:10:14,0.0,0.0,0.0
3969,CHAMBLFERT,Record Date,02112020164829,https://nsearchives.nseindia.com/corporate/CHAMBLFERT_02112020164829_RecordDateDisclosure.pdf,Chambal Fertilizers & Chemicals Limited,INE085A01013,2020-11-02 16:48:29,2020-11-02 16:48:29,,Fertilisers,,Chambal Fertilizers & Chemicals Limited has informed the Exchange that Record date for the purpose of Dividend  is 13-Nov-2020.,,,,02-Nov-2020 16:48:35,00:00:06,2020-11-03 16:48:29,159.0,154.91,-2.5723270440251595
3970,NTPC,Record Date,02112020155457,https://nsearchives.nseindia.com/corporate/NTPC_02112020155457_201102165448.pdf,NTPC Limited,INE733E01010,2020-11-02 15:54:57,2020-11-02 15:54:57,,Power,,NTPC Limited has informed the Exchange that Record date for the purpose of Buyback  is 13-Nov-2020.,,,,02-Nov-2020 15:55:05,00:00:08,2020-11-03 15:54:57,91.45,76.8,-16.019682886823404
3971,KSCL,Record Date,02112020153841,https://nsearchives.nseindia.com/corporate/KSCL_02112020153841_Intimation.pdf,Kaveri Seed Company Limited,INE455I01011,2020-11-02 15:38:41,2020-11-02 15:38:41,,Food And Food Processing,,Kaveri Seed Company Limited has informed the Exchange that Record date for the purpose of Dividend  is 19-Nov-2020.,,,,02-Nov-2020 15:38:44,00:00:03,2020-11-03 15:38:41,477.0,494.18,3.6016771488469614
3973,DEEPENR,Record Date,31102020163514,https://nsearchives.nseindia.com/corporate/DEEPENR_31102020163514_1_Intimation.pdf,DEEP ENERGY RESOURCES LIMITED,INE677H01012,2020-10-31 16:35:14,2020-10-31 16:35:14,,,,DEEP ENERGY RESOURCES LIMITED has informed the Exchange that Record date for the purpose of Issue and allotment of Equity Shares in Deep Industries Limited i.e. Resulting Company  is 11-Nov-2020.,,,,31-Oct-2020 16:35:20,00:00:06,2020-11-01 16:35:14,38.65,38.65,0.0
3976,RAIN,Record Date,30102020161853,https://nsearchives.nseindia.com/corporate/RAIN_30102020161853_RainIndustriesLimitedRecrdDateForPaymentOfDividend.pdf,Rain Industries Limited,INE855B01025,2020-10-30 16:18:53,2020-10-30 16:18:53,,,,Rain Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 11-Nov-2020.,,,,30-Oct-2020 16:18:57,00:00:04,2020-10-31 16:18:53,108.0,101.13,-6.361111111111115
3977,MASTEK,Record Date,29102020232704,https://nsearchives.nseindia.com/corporate/MASTEK_29102020232704_OutcomeofBoard.pdf,Mastek Limited,INE759A01021,2020-10-29 23:27:04,2020-10-29 23:27:04,,Computers - Software,,Mastek Limited has informed the Exchange that Record date for the purpose of Dividend  is 06-Nov-2020.,,,,29-Oct-2020 23:27:08,00:00:04,2020-10-30 23:27:04,837.0,845.69,1.0382317801672705
3978,THYROCARE,Record Date,29102020203459,https://nsearchives.nseindia.com/corporate/THYROCARE_29102020203459_IntimationofRecordDate.pdf,Thyrocare Technologies Limited,INE594H01019,2020-10-29 20:34:59,2020-10-29 20:34:59,,,,Thyrocare Technologies Limited has informed the Exchange that Record date for the purpose of Dividend  is 13-Nov-2020.,,,,29-Oct-2020 20:35:05,00:00:06,2020-10-30 20:34:59,1146.0,1124.64,-1.8638743455497295
3980,ASTRAL,Record Date,28102020222334,https://nsearchives.nseindia.com/corporate/ASTRAL_28102020222334_RECORDDATEINTIMATION.pdf,Astral Limited,INE006I01012,2020-10-28 22:23:34,2020-10-28 22:23:34,,Plastic And Plastic Products,,Astral Poly Technik Limited has informed the Exchange that Record date for the purpose of Dividend  is 14-Nov-2020.,,,,28-Oct-2020 22:23:39,00:00:05,2020-10-29 22:23:34,613.88,632.86,3.091809474164335
3981,NAVINFLUOR,Record Date,28102020193313,https://nsearchives.nseindia.com/corporate/NAVINFLUOR_28102020193313_NSERecorddateintimationSigned.pdf,Navin Fluorine International Limited,INE048G01018,2020-10-28 19:33:13,2020-10-28 19:33:13,,Chemicals - Inorganic,,Navin Fluorine International Limited has informed the Exchange that Record date for the purpose of Declaration of Interim Dividend  is 11-Nov-2020.,,,,28-Oct-2020 19:33:16,00:00:03,2020-10-29 19:33:13,2180.0,2259.98,3.668807339449542
3982,SHARDACROP,Record Date,28102020192838,https://nsearchives.nseindia.com/corporate/SHARDACROP_28102020192838_NSE.pdf,Sharda Cropchem Limited,INE221J01015,2020-10-28 19:28:38,2020-10-28 19:28:38,,,,Sharda Cropchem Limited has informed the Exchange that Record date for the purpose of Dividend is 10-Nov-2020.,,,,28-Oct-2020 19:28:41,00:00:03,2020-10-29 19:28:38,280.0,264.72,-5.4571428571428475
